字段名称,数据类型,显示顺序,栏位名称,表或者视图名称,ID
ERPID,varchar,14,ERP主键ID,APS_AssessmentResources,41627
QualityScore,decimal,14,品质分(60分),V_Dev_PositionExamRecord,42890
Unit,varchar,14,计量单位,V_APS_Report45,42267
DowntimeType,nvarchar,14,异常类型,V_APS_ProductionReportMt,42438
OnloadQty4,decimal,14,生产在制,V_APS_MaterialOrg,41807
OnloadQty4,decimal,14,生产在制,V_APS_PrepareView6,41920
StockQty,decimal,14,计算时库存,V_APS_MaterialForecastForm,44395
ERPID,varchar,14,ERP主键ID,APS_MaterialForecastForm,44319
ERPID,varchar,14,ERP主键ID,APS_MaterialForecastBom,44296
AdjustedForecastQty,numeric,14,下期备货建议量,V_APS_OrderForCheck,44045
Month3Forecast,decimal,14,3月预测,V_APS_SalesOrderDetailPlanLine,44097
WarehouseName,nvarchar,14,仓库,WMS_StockAll,44023
DeliveryRate,decimal,14,发料率,V_APS_Report1,45360
hours1,decimal,14,总损耗工时,V_APS_PrepareView5,47454
OweQty,decimal,14,欠数,V_APS_ProcessPlanHistoryForWeek3,48224
StockQty,decimal,14,库存,V_APS_ProcessPlanHistoryForWeek3,48225
DemandQty,decimal,14,预测需求,V_APS_OrderForPrepare,47718
Remark1,nvarchar,14,备注,V_APS_OrderForPrepare2,47803
PoReplyDate,datetime,15,PO原交期,V_APS_Report17,45592
MaterialName,nvarchar,15,机种名称,V_APS_ProcessPlanHistoryForWeek,45766
MaterialName,nvarchar,15,机种名称,V_APS_ProcessPlanHistoryForWeek2,45843
LineNum,varchar,15,行号,V_APS_PrepareView3,46328
LineNum,varchar,15,行号,V_APS_Report55,46308
PeriodOfTime,varchar,15,时段,V_APS_LineAttendanceDetailByMonth,44012
Amount2,decimal,15,库存超订金额,V_APS_MaterialBalanceTotalHistory,42365
Spec,nvarchar,15,规格,V_APS_POSummary,42255
Code,varchar,15,物料编码,V_APS_SalesOutStock,41554
Extend6,nvarchar,15,规格型号,APS_SalesOrder_JDY,39492
Spec,nvarchar,15,规格型号,V_APS_Order,658
MaterialName,nvarchar,15,物料名称,V_APS_OrderBOMNew,4833
MaterialName,nvarchar,15,物料名称,V_APS_ProcessPlanForSchedinng,9695
ProductName,nvarchar,15,机种名称,V_APS_OrderPlanMaterialFormList,9656
MaterialName,nvarchar,15,物料名称,V_APS_MOPlanStep2V10,23274
ItemName,nvarchar,15,物料名称,V_APS_DeliveryDataDetail,26227
MaterialName,nvarchar,15,物料名称,V_APS_Report38,20028
UnIssuedQty2,decimal,15,预测需求,V_APS_OrderPrepareReport,16126
DemandQty,decimal,15,需求数,V_APS_OrderPlanMaterialFormByItem1,28567
MaterialName,nvarchar,15,物料名称,V_APS_PO,28667
MasterMaterialName,nvarchar,15,产品描述,V_APS_MaterialBOM,30009
MaterialName,nvarchar,15,物料描述,V_APS_Report54,33897
Spec,nvarchar,15,规格,V_APS_Report46,34752
Spec,nvarchar,15,规格,V_APS_Orderfinish,36127
MCRemark,nvarchar,15,备注原因,V_APS_PrepareView2,29261
BillNo,varchar,15,单号,APS_OrganizeDemandOrder,38190
SyncDatetime,datetime,15,同步日期,APS_MaterialBalanceHistory,37975
SyncDatetime,datetime,15,同步日期,APS_MaterialBalanceTotalHistory,38002
StockQtyAll,decimal,15,库存汇总,V_APS_MaterialBalanceHistory,38047
SyncDatetime,datetime,15,同步日期,APS_MaterialLadderLossConfig,36297
SyncDatetime,datetime,15,同步日期,APS_MaterialLadderLossRelated,36318
PlanQty,decimal,15,日排产数,V_APS_Report19,36597
LineNum,varchar,15,行号,APS_ManualForecastDetail,37935
Code,varchar,15,物料编码,V_APS_Report42,37011
SuplierReplyDate,datetime,15,答复交期,V_APS_OrderPlanMaterialForm,18530
OrderNo,varchar,15,工单号,V_APS_OrderPlanChange,21381
Spec,nvarchar,15,规格,V_APS_Report2,15370
ProducedQty,decimal,15,报工,V_APS_MOPlanStep1V12,24663
HasQty,decimal,15,当日报工,V_APS_Report10,23812
Qty,decimal,15,订单数,V_APS_OrderRework,24109
ModifyedOn,datetime,15,修改日期,Dev_ColorConfig,21825
MOCount,int,15,工单,V_APS_MaterialMaintain,21573
Price,decimal,15,单价,V_MES_OrderOutputPersons,9914
OncheckQty,decimal,15,待检数,V_WMS_Stock,11570
SortType,varchar,15,排序,V_DictionaryField,742
MaterialCount,int,15,关联产品,V_APS_ProcessGroup,3086
IssuedQty,real,15,已发料,V_APS_OrderPicking,3971
Extend6,nvarchar,15,规格型号,V_APS_SalesOrderDetail_JDY,39436
Hours,decimal,15,老化时间(H),APS_ProductAgingCondition_JDY,39777
OnHandQty,decimal,15,存货量,V_APS_Report49,39569
ProcessGroupTime,decimal,15,工段总工时,V_APS_ProcessMaterial,39560
FixDay,int,15,提前期,V_APS_SalesPlanMaterial,39091
APIUrl,varchar,15,API地址,APS_InterfaceSAP,39112
Remark2,nvarchar,15,操作,APS_InterfaceSAPOutputField,39188
UsableQty2,decimal,15,可用量2(含损耗),V_APS_MaterialBalancePlan,39034
SyncDatetime,datetime,15,同步日期,Dev_PositionAccountMap,40812
MaterialName,nvarchar,15,物料名称,V_APS_Report57,41125
SyncDatetime,datetime,15,同步日期,APS_AssessmentResources,41628
ERPID,varchar,15,ERP主键ID,APS_AssessmentMachine,41607
SyncDatetime,datetime,15,同步日期,APS_AssessmentHR,41587
SyncDatetime,datetime,15,同步日期,Dev_PositionLevelMap,40838
SyncDatetime,datetime,15,同步日期,APS_ProcessPosition,40793
Spec,nvarchar,15,规格型号,V_APS_QualityAbnormalityCase,40700
OrderNo,varchar,15,生产单号,APS_TempChangeRequest,40622
SyncDatetime,datetime,15,同步日期,APS_NewProductTrial,40537
OrderLineNo,int,15,订单行号,V_APS_NewProductTrial,40646
SyncDatetime,datetime,15,同步日期,APS_QualityAbnormalityCase,40572
DowntimeReason,nvarchar,15,异常原因,V_APS_ProductionReportMt,42439
POPeriod,int,15,采购周期,V_APS_Report45,42270
Code,varchar,15,物料编码,V_APS_SalesOrderWarning,42038
MaterialType,nvarchar,15,物料组,V_APS_SalesOrderDetailALL,42191
AllOnload,decimal,15,在途/在制汇总,V_APS_PrepareView6,41921
AllOnload,decimal,15,在途/在制汇总,V_APS_MaterialOrg,41808
TotalScore,decimal,15,综合得分,V_Dev_PositionExamRecord,42891
MaterialType,nvarchar,15,物料组,V_APS_Report21,42996
MasterCode,varchar,15,产品编码,V_APS_Report32,43013
ProcessRate,decimal,15,工序进度,V_APS_PrepareView4,43642
ERPStatus,nvarchar,15,ERP状态,V_APS_PrepareView1,43483
ModifiedByName,nvarchar,15,修改姓名,V_Dev_AccountEmployee,42817
BottleneckTime,decimal,15,瓶颈工时,V_APS_ProcessMaterialError,42550
StockQty,decimal,15,库存数,WMS_StockAll,44024
Month3Actual,decimal,15,3月下单,V_APS_SalesOrderDetailPlanLine,44098
StandardPeoples,decimal,15,标准人数,APS_ProcessPartMaterial,44160
SyncDatetime,datetime,15,同步日期,APS_MaterialForecastBom,44297
StandardPeoples,decimal,15,标准人数,V_APS_ProcessPartMaterial,44199
StandardPeoples,decimal,15,标准人数,APS_ProcessPartMaterialImport,44228
SyncDatetime,datetime,15,同步日期,APS_MaterialForecastForm,44320
CreatedByName,nvarchar,15,创建人,V_APS_MaterialForecast,44340
StandardPeoples,decimal,15,标准人数,V_APS_ProcessPartMaterial2,44253
StockQtyAllocation,decimal,15,分配库存,V_APS_MaterialForecastForm,44397
ProcessPartName,nvarchar,15,对应工段,V_PWS_ProcessMaterial,44511
SideType,nvarchar,15,单双面,V_APS_Report20,44577
MOCount,int,15,工单数,V_APS_Report59,44718
MaterialName,nvarchar,15,物料名称,V_APS_Report56,46029
TraysNum,decimal,15,需求数量,V_APS_Report39,46357
NoReplyCodes,varchar,15,无答复交期,V_APS_Report1,45509
DataType,varchar,15,类型,V_APS_OrderForPrepare2,47797
StandardPeoples,decimal,15,标准人数,V_APS_PrepareView5,47447
TotalOweQty,decimal,15,总欠数,V_APS_OrderForPrepare,47735
OnloadQty,decimal,15,PO未交,V_APS_ProcessPlanHistoryForWeek3,48226
Extend1,decimal,15,非待检数,V_APS_Report43,47004
Qty,decimal,16,SAP数,V_APS_ProcessPlanHistoryForWeek,45768
PlanStartDate,datetime,16,要求齐料,V_APS_Report17,45599
Qty,decimal,16,数量,V_APS_ManualForecastDetail,39825
Code,varchar,16,物料编码,V_APS_OrderPlanMaterialFormList,9652
Spec,nvarchar,16,规格,V_APS_ProcessPlanForSchedinng,9204
Spec,nvarchar,16,规格,V_APS_MOPlanStep2V10,23275
Code,varchar,16,物料编码,V_APS_OrderInStock,29379
Qty,decimal,16,订单数,V_APS_Report50,31388
UnIssuedQty,decimal,16,未领,V_APS_OrderPlanMaterialFormByItem1,28606
IsConflict,varchar,16,冲突,V_APS_OrderPlanMaterialForm,32920
ProcessName,nvarchar,16,工序名称,V_APS_Orderfinish,36128
OrderQty,decimal,16,已承诺,V_APS_Report49,35533
Qty,decimal,16,订单数,APS_ManualForecastDetail,37936
HasQty,decimal,16,日报工数,V_APS_Report19,36598
Status,int,16,状态,V_APS_ProcessPlan,36381
DataSource,nvarchar,16,数据来源,APS_MaterialLadderLossRelated,36319
DataSource,nvarchar,16,数据来源,APS_MaterialLadderLossConfig,36298
RemainQty,decimal,16,超需求数,V_APS_MaterialBalanceHistory,38048
DataSource,nvarchar,16,数据来源,APS_MaterialBalanceTotalHistory,38003
DataSource,nvarchar,16,数据来源,APS_MaterialBalanceHistory,37976
LineNum,varchar,16,行号,APS_OrganizeDemandOrder,38191
StandardPeoples,int,16,总人数,V_APS_ProcessMaterialHistory,38078
OnPutQty,decimal,16,待上架,V_WMS_Stock,23668
RuleType,nvarchar,16,送货规则,V_APS_DeliveryRule,25199
POTracker,nvarchar,16,采购员,V_APS_PrepareView2,14095
OweQty,decimal,16,未完成,V_APS_MOPlanStep4,13802
isMerge,bit,16,合并,V_DictionaryField,9297
Capacity,decimal,16,标准小时产能,V_APS_ProcessMaterialError,7654
ToolingSource,nvarchar,16,工装来源,APS_ToolingRegister_JDY,39799
Qty,decimal,16,订单数,V_APS_SalesOrderDetail_JDY,39400
Qty,decimal,16,订单数,APS_SalesOrder_JDY,39459
RelatePeople,nvarchar,16,关联人员,V_APS_MaterialBalancePlan,38531
HttpMethod,varchar,16,请求方式,APS_InterfaceSAP,39114
PostProcessName,nvarchar,16,描点工序,V_APS_SalesPlanMaterial,39092
ModifiedByName,nvarchar,16,修改姓名,APS_InterfaceSAPOutput,39164
DataSource,nvarchar,16,数据来源,APS_QualityAbnormalityCase,40573
DataSource,nvarchar,16,数据来源,APS_NewProductTrial,40538
DataSource,nvarchar,16,数据来源,APS_ProcessPosition,40794
DataSource,nvarchar,16,数据来源,Dev_PositionLevelMap,40839
DataSource,nvarchar,16,数据来源,APS_AssessmentHR,41588
SyncDatetime,datetime,16,同步日期,APS_AssessmentMachine,41608
DataSource,nvarchar,16,数据来源,APS_AssessmentResources,41629
DataSource,nvarchar,16,数据来源,Dev_PositionAccountMap,40813
DataSource,nvarchar,16,数据来源,APS_MaterialForecastForm,44321
DataSource,nvarchar,16,数据来源,APS_MaterialForecastBom,44298
Month4Forecast,decimal,16,4月预测,V_APS_SalesOrderDetailPlanLine,44099
IsSample,varchar,16,样品,V_APS_PrepareView1,43780
Status,int,16,状态,APS_ProductionReport,42476
CreatedOn,datetime,16,创建日期,V_Dev_AccountEmployee,42818
OrderRate,numeric,16,订单总进度,V_APS_PrepareView4,43643
IsPass,nvarchar,16,是否通过,V_Dev_PositionExamRecord,42882
ResponsibleDept,nvarchar,16,责任部门,V_APS_ProductionReportMt,42440
CodesDate,varchar,16,最迟答复交期(前三),V_APS_Report1,45510
NoSchedulingWeek,bit,16,挂起,V_APS_MOPlanStep1V12,44947
Capacity,decimal,16,标准UPPH,V_APS_PrepareView5,47446
RplayDates,nvarchar,16,答复交期,V_APS_ProcessPlanHistoryForWeek3,48227
OweQty,decimal,16,欠数,V_APS_OrderForPrepare,47736
OweQty_M0,decimal,16,本月需购买数量,V_APS_Report45,47742
Qty2,decimal,17,原材料超订,V_APS_MaterialBalanceTotalHistory,42371
POQty,decimal,17,数量,V_APS_POSummary,42203
TotalHours,decimal,17,合计,V_APS_LineAttendanceDetailByMonth,44013
IsDeliveryReview,nvarchar,17,交期评审,APS_SalesOrder_JDY,39378
MaterialName,nvarchar,17,物料描述,V_APS_OrderInStock,40258
Spec,nvarchar,17,规格型号,V_APS_OrderBOMNew,4834
MaterialName,nvarchar,17,物料名称,V_APS_OrderPlanMaterialFormList,9654
Qty,decimal,17,数量,V_APS_Order,628
UnIssuedQty3,decimal,17,销售需求,V_APS_OrderPrepareReport,16264
POPeriod,int,17,采购提前期,V_APS_MaterialMaintain,21589
StockQty,decimal,17,库存,V_APS_OrderPlanMaterialFormByItem1,28565
Spec,nvarchar,17,规格,V_APS_PO,28668
PODeliveryQtyOwe,decimal,17,送货欠数,V_APS_OrderPlanMaterialForm,29801
ProcessPartName,nvarchar,17,所属工段,V_APS_Orderfinish,36129
HasQty1,decimal,17,昨日累计,V_APS_MOPlanStep1V10,36094
OrderJoinQty,decimal,17,已订购,V_APS_Report49,35549
HasQty1,decimal,17,昨日累计,V_APS_MOPlanStep1V2,35931
Qty,decimal,17,数量,APS_OrganizeDemandOrder,38192
ID,bigint,17,ID,APS_MaterialBalanceHistory,37977
ID,bigint,17,ID,APS_MaterialBalanceTotalHistory,38004
RemainReason,nvarchar,17,呆滞原因,V_APS_MaterialBalanceHistory,38049
Status,int,17,状态,APS_ProcessMaterialHistory,38025
MaterialType,nvarchar,17,品号属性,APS_MaterialLadderLossConfig,36299
MaterialType,nvarchar,17,品号属性,APS_MaterialLadderLossRelated,36320
PlanQtyReachM,decimal,17,达成率,V_APS_Report19,36629
Qty,decimal,17,工单数,V_APS_ProcessPlanForSchedinng,36268
Extend1,varchar,17,关闭状态,APS_ManualForecastDetail,37937
MaterialName,nvarchar,17,物料名称,V_APS_Report42,37004
RuleValue,varchar,17,规则参数,V_APS_DeliveryRule,25200
ProcessEnd,bit,17,工段结束,V_APS_ProcessGroupInfo,18601
Remark2,nvarchar,17,换线时间(分),V_APS_ProcessMaterial,135
IsQuery,bit,17,查询,V_DictionaryField,740
IsDeliveryReview,nvarchar,17,交期评审,V_APS_SalesOrderDetail_JDY,39380
AssertStatus,nvarchar,17,生效状态,APS_ProductAgingCondition_JDY,39778
ProcessName,nvarchar,17,工序,V_APS_SalesPlanMaterial,39090
ERPSyncCycle,int,17,同步频率(分),APS_InterfaceSAP,39111
DataSource,nvarchar,17,数据来源,APS_InterfaceSAPOutputField,39191
PositionAccountID,int,17,,Dev_PositionAccountMap,40814
Evaluation,int,17,考评,Dev_Position,40768
ID,int,17,ID,APS_AssessmentResources,41630
DataSource,nvarchar,17,数据来源,APS_AssessmentMachine,41609
ID,int,17,ID,APS_AssessmentHR,41589
PositionLevelID,int,17,主键ID,Dev_PositionLevelMap,40840
ProcessPositionID,int,17,,APS_ProcessPosition,40795
BatchNo,nvarchar,17,生产批号,APS_TempChangeRequest,40623
LineName,nvarchar,17,线别,V_APS_QualityAbnormalityCase,40682
TrialSummaryNo,varchar,17,试产总结单号,APS_NewProductTrial,40539
ProductCode,varchar,17,物料编码,V_APS_NewProductTrial,40647
Source,nvarchar,17,质量异常信息来源,APS_QualityAbnormalityCase,40574
Month4Actual,decimal,17,4月下单,V_APS_SalesOrderDetailPlanLine,44100
ERPID,varchar,17,ERP主键ID,MES_RouteReport,44062
ID,bigint,17,ID,APS_MaterialForecastBom,44299
ID,bigint,17,ID,APS_MaterialForecastForm,44322
CreatedOn,datetime,17,创建日期,V_APS_MaterialForecast,44343
OrderNos,varchar,17,生产订单,V_APS_Report59,44719
HasQty1,decimal,17,昨日累计,V_APS_MOPlanStep1V9,44753
HasQty1,decimal,17,昨日累计,V_APS_MOPlanStep2V1,44798
OweQty,decimal,17,欠数,V_APS_MaterialForecastForm,44396
Extend10,nvarchar,17,属性,V_APS_SalesOrderDetailALL,42192
DowntimeStart,time,17,异常开始,V_APS_ProductionReportMt,42441
MaterialName,nvarchar,17,物料名称,V_APS_SalesOrderWarning,42037
StartReportDate,datetime,17,开始报工,V_APS_PrepareView4,43636
SourceOrderNo,varchar,17,销售订单,V_APS_PrepareView1,43441
ModifyedOn,datetime,17,修改日期,V_Dev_AccountEmployee,42819
Status,int,17,生效,V_Dev_PositionExamRecord,42860
ProcessGroupTime,decimal,17,工段总工时,V_APS_ProcessMaterialError,42551
OweQty_M1,decimal,17,次月需购买数量,V_APS_Report45,47743
ActualBuyQty,decimal,17,需购买数,V_APS_OrderForPrepare,47758
Codes,varchar,17,无答复交期,V_APS_Report17,47748
DailyQty,decimal,17,MES报工数量,V_APS_OrderForPrepare3,47901
ActualCapacity,decimal,17,实际UPPH,V_APS_PrepareView5,47462
Y0,decimal,17,总工时,V_APS_MaterialDeliveryConfig,46969
DeliveryRate,numeric,17,发料率,V_APS_MOPlanStep1V12,46971
Extend5,nvarchar,17,工单备注,V_APS_Report1,45315
StockStatus,nvarchar,17,待检状态,V_APS_Report43,45296
StockQty,decimal,17,现有库存数,V_APS_Report39,46358
Spec,nvarchar,17,规格,V_APS_Report56,46030
Code,varchar,17,物料编码,V_APS_Report47,46231
TrayCode,varchar,17,托盘编码,V_APS_Report46,46191
Spec,nvarchar,18,规格,V_APS_OrderInStock,40259
Spec,nvarchar,18,规格,V_APS_OrderPlanMaterialFormList,9653
PlanQty,decimal,18,计划数,V_APS_ProcessPlanForSchedinng,9183
ProcessGroupName,nvarchar,18,工艺,V_APS_MOPlanStep2V10,23279
OweQty,decimal,18,欠数,V_APS_OrderPlanMaterialFormByItem1,28568
CompletionQty,decimal,18,入库数,V_APS_Report50,31442
HasQty,decimal,18,今日报工,V_APS_MOPlanStep1V10,36093
Extend2,varchar,18,单据状态,APS_ManualForecastDetail,37938
Remark2,nvarchar,18,计划备注,V_APS_Report19,36606
MaterialGroup,nvarchar,18,大类名称,APS_MaterialLadderLossRelated,36321
StartNumber,int,18,起始数量,APS_MaterialLadderLossConfig,36300
Analysis,nvarchar,18,解析,V_APS_MaterialBalanceHistory,38050
AllUnIssuedQty,decimal,18,需求汇总,APS_MaterialBalanceTotalHistory,38005
MaterialID,int,18,料品ID,APS_MaterialBalanceHistory,37978
ReQty,decimal,18,剩余数,APS_OrganizeDemandOrder,38193
FormRate8,varchar,18,齐套率,V_APS_MOPlanStep1V12,25472
SalesOrderDetailID,varchar,18,销售订单行,V_APS_OrderPlanMaterialForm,13406
Efficiency,decimal,18,平衡率,V_APS_ProcessMaterialError,7667
Remark1,nvarchar,18,备注,V_APS_OrderPicking,3952
ToolingStatus,nvarchar,18,工装状态,APS_ToolingRegister_JDY,39797
ModifiedByName,nvarchar,18,修改人,V_APS_LineAttendance,39270
DataSource,nvarchar,18,数据来源,V_WMS_Stock,39315
DataCount,int,18,记录数,APS_InterfaceSAP,39118
bomversion,varchar,18,BOM版本,V_APS_SalesPlanMaterial,39081
SourceRefNo,nvarchar,18,质量异常信息来源记录编号,APS_QualityAbnormalityCase,40575
CreateDateTime,datetime,18,日期时间,APS_NewProductTrial,40540
LevelName,nvarchar,18,等级名字,Dev_PositionLevelMap,40841
DailyWorkHour,int,18,每日上班时长,V_APS_AssessmentResources,41694
Tonnage,varchar,18,吨位,APS_AssessmentMachine,41610
DailyWorkHour,int,18,每日上班时长,APS_AssessmentResources,41631
Gradation,int,18,等级划分,Dev_Position,40769
LevelName,nvarchar,18,等级,V_Dev_PositionLevelMap,40929
PositionID,int,18,岗位,Dev_PositionAccountMap,40815
ProcessID,varchar,18,工序,APS_ProcessPosition,41341
CreatedByName,nvarchar,18,维护人,V_Dev_PositionExamRecord,42862
EndReportDate,datetime,18,最后报工,V_APS_PrepareView4,43637
DowntimeEnd,time,18,异常结束,V_APS_ProductionReportMt,42442
ReplyDate,date,18,回复交期,V_APS_MaterialForecastForm,44404
HasQty,decimal,18,今日报工,V_APS_MOPlanStep2V1,44797
ModifyedOn,datetime,18,修改日期,V_APS_MaterialForecast,44344
MasterID,bigint,18,最外层ID,APS_MaterialForecastForm,44323
MasterID,bigint,18,最外层ID,APS_MaterialForecastBom,44300
SyncDatetime,datetime,18,同步日期,MES_RouteReport,44063
Month5Forecast,decimal,18,5月预测,V_APS_SalesOrderDetailPlanLine,44101
HasQty2,int,18,今日报工,V_APS_MOPlanStep1V2,46562
HasQty2,int,18,今日报工,V_APS_MOPlanStep1V9,45196
YearMonth,nvarchar,18,月份,V_APS_Report12,45758
ERPID,varchar,18,ERP主键ID,MES_OrderRouteReport,46918
ActualTotalHour,decimal,18,标准总工时,V_APS_PrepareView5,47463
PCB,varchar,18,PCB板,V_APS_Report1,47388
CodesDate,varchar,18,最迟答复交期,V_APS_Report17,47749
OweQty_M2,decimal,18,第三月需购买数量,V_APS_Report45,47744
POPeriod,int,18,采购周期,V_APS_OrderForPrepare,47727
ParamsLabel,varchar,18,页签,V_APS_ProcessPlanHistoryForWeek3,48229
TotalStockQty,decimal,19,最新库存,V_APS_MaterialForecastForm,44405
Amount3,decimal,19,原材料超订金额,V_APS_MaterialBalanceTotalHistory,42366
QPA,decimal,19,用量,V_APS_OrderBOMNew,4812
Code,varchar,19,物料编码,V_APS_SalesOrderDetailALL,12412
AllUnIssuedQty,decimal,19,需求汇总,V_APS_OrderPrepareReport,16127
Qty,decimal,19,工单数,V_APS_MOPlanStep2V10,23237
Extend10,nvarchar,19,补给方式,V_APS_MaterialMaintain,21537
TransitTime,int,19,运输时间,V_APS_DeliveryRule,25222
POQty,decimal,19,数量,V_APS_PO,13971
ReplyDate,datetime,19,回复交期,V_APS_Report17,14981
Remark2,nvarchar,19,换线时间(分),V_APS_ProcessMaterialError,7666
Remark2,nvarchar,19,日记账备注,V_APS_OrderPicking,3953
QueryMethod,int,19,查询方式,V_DictionaryField,736
Extend1,varchar,19,扩展1,APS_OrganizeDemandOrder,38194
Code,varchar,19,物料编码,APS_MaterialBalanceHistory,37979
AllOnload,decimal,19,在途汇总,APS_MaterialBalanceTotalHistory,38006
EndNumber,int,19,结束数量,APS_MaterialLadderLossConfig,36301
RelatedType,nvarchar,19,对应类别,APS_MaterialLadderLossRelated,36322
Extend3,varchar,19,预留类型,APS_ManualForecastDetail,37939
ExpireStatus,varchar,19,是否到期,V_APS_SalesOrderDetailDelivery,37194
Spec,nvarchar,19,物料规格,V_APS_Report42,37005
ProductLineName,nvarchar,19,生产线体,V_APS_Report19,36679
OweQty,decimal,19,未完成,V_APS_MOPlanStep1V10,36099
Qty,decimal,19,工单数,V_APS_Orderfinish,36115
OweQty,decimal,19,未完成,V_APS_MOPlanStep1V2,35942
Capacity,decimal,19,标准产能,V_APS_MOPlanStep1V2,35953
OncheckQty,decimal,19,待检,V_APS_OrderPlanMaterialFormByItem1,28575
SourceOrderLineNo,varchar,19,SO行,V_APS_OrderPlanMaterialForm,28267
DowntimeHours,decimal,19,异常工时,V_APS_ProductionReportMt,42436
Spec,nvarchar,19,规格,V_APS_SalesOrderWarning,42039
UnReceivedQty,decimal,19,未清数量,V_APS_POSummary,42206
ForecastQty,decimal,19,预测需求,V_APS_SalesOrderBom,41790
ModifiedByName,nvarchar,19,更新人,V_Dev_PositionExamRecord,42864
Extend10,nvarchar,19,补给方式,V_APS_ProcessMaterialPartError,44448
OweQty,decimal,19,未完成,V_APS_MOPlanStep1V9,44759
MaterialID,bigint,19,料品ID,APS_MaterialForecastBom,44301
MaterialID,bigint,19,料品ID,APS_MaterialForecastForm,44324
Month5Actual,decimal,19,5月下单,V_APS_SalesOrderDetailPlanLine,44102
DataSource,nvarchar,19,数据来源,MES_RouteReport,44064
FinalDeliveryDate,datetime,19,ERP最终交期,V_APS_PrepareView1,43777
PositionType,nvarchar,19,类型,V_Dev_Position,40884
PositionName,nvarchar,19,岗位,V_Dev_PositionLevelMap,41069
PositionType,nvarchar,19,类型,Dev_Position,40770
MonthlyWorkDays,int,19,每月上班天数,APS_AssessmentResources,41632
DailyWorkHour,int,19,每日上班时长,APS_AssessmentMachine,41611
MonthlyWorkDays,int,19,每月上班天数,V_APS_AssessmentResources,41695
DailyWorkHour,int,19,每日上班时长,V_APS_AssessmentMachine,41674
PositionID,int,19,岗位,Dev_PositionLevelMap,40842
PositionID,int,19,岗位,APS_ProcessPosition,40797
MaterialName,nvarchar,19,产品名称,V_APS_NewProductTrial,40660
ProcessName,nvarchar,19,工序,V_APS_QualityAbnormalityCase,40683
ProductSpec,nvarchar,19,产品规格,APS_TempChangeRequest,40621
Initiator,varchar,19,发起人员,APS_NewProductTrial,40541
OccurrenceDate,datetime,19,日期,APS_QualityAbnormalityCase,40576
OrderDetail1,nvarchar,19,未完成工单1（含行号关联）,V_APS_SalesPlanMaterial,39082
RunMinutes,decimal,19,用时(分),APS_InterfaceSAP,39117
FieldType,nvarchar,19,属性类型,APS_InterfaceSAPOutputField,39194
StorageLocation,nvarchar,19,储位,APS_ToolingRegister_JDY,39804
CreatedByName,nvarchar,19,提交人,APS_ProductAgingCondition_JDY,39761
DeliveryDate,datetime,19,客供料交期,APS_SalesOrder_JDY,39377
DeliveryDate,datetime,19,客供料交期,V_APS_SalesOrderDetail_JDY,39406
AddOrderDate,datetime,19,需下单日期,V_APS_OrderForPrepare,47740
Qty,decimal,19,工单数量,V_APS_OrderPlanMaterialFormList,47864
StencilNO,varchar,19,钢网,V_APS_Report1,47389
AllocQty,decimal,19,分配数,V_APS_Report39,47395
Efficiency,decimal,19,当前效率值,V_APS_PrepareView5,47464
SyncDatetime,datetime,19,同步日期,MES_OrderRouteReport,46919
Y1,decimal,19,1月,V_APS_MaterialDeliveryConfig,46888
TargetQty,decimal,19,预测产值,V_APS_Report12,45759
Remark3,nvarchar,19,计划备注,V_APS_MOPlanStep1V12,45796
SupplierCode,varchar,19,供应商代码,V_APS_Report43,45290
OweQty,decimal,19,未完成,V_APS_MOPlanStep2V1,44810
PlanQty,decimal,19,数量,V_APS_Report57,46569
MaterialName,nvarchar,19,物料描述,V_APS_Report47,46232
OutPutQty,decimal,19,已投产,V_APS_Order,46224
TrayOfQty,int,19,每托数量,V_APS_Report46,46169
Qty,decimal,19,数量,V_APS_Report56,46021
Code,varchar,20,产品编码,V_APS_Report55,46309
Code,varchar,20,产品编码,V_APS_PrepareView3,46329
PlanQty,decimal,20,排产数,V_APS_ProcessPlanHistoryForWeek2,45844
PlanQty,decimal,20,计划数,V_APS_ProcessPlanHistoryForWeek,45676
MaterialName,nvarchar,20,物料描述,V_APS_SalesOutStock,41550
PlanScheduled,datetime,20,要求齐料,V_APS_Report3,28642
Spec,nvarchar,20,规格型号,V_APS_Report54,33896
Code,varchar,20,产品编码,V_APS_Report60,33693
DemandQty,decimal,20,需求,V_APS_OrderPlanMaterialFormList,9661
Spec,nvarchar,20,规格型号,V_APS_Report38,20029
PlanQty,decimal,20,计划数,V_APS_MOPlanStep2V10,23256
CompletionDate,datetime,20,完工日期,V_APS_OrderForToDo,25799
Remark1,nvarchar,20,备注,V_APS_DeliveryRule,25212
Code,varchar,20,物料编码,V_APS_OrderPlanChange,21382
SourceOrderNo,varchar,20,销售单,V_APS_MOPlanStep4V11,18763
Remark1,nvarchar,20,采购备注,V_APS_Report17,14961
PriceProcessCode,varchar,20,,R_InventoryValueDetail,10078
Price,decimal,20,单价,Import_OrderHistory,4537
DefaultValue,varchar,20,默认值,V_DictionaryField,1491
UserType,int,20,类型,V_Dev_Account,4335
Extend4,varchar,20,班制,APS_WorkingTimes,2365
CreatedByName,nvarchar,20,配置人员,V_APS_OrganizeWorkingTimesDetail,1508
DemandDate,datetime,20,过账日期,V_APS_Report49,35542
CompletionQty,decimal,20,已完成数,V_APS_Orderfinish,36116
